Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
05/12/2022 12:00:00 AM,25 - 49 Years,36.51535927423484,0.826,0.701
05/12/2022 12:00:00 AM,50 - 64 Years,29.44448196918063,0.931,0.815
05/12/2022 12:00:00 AM,65+ Years,24.52539031822018,0.95,0.909
05/11/2022 12:00:00 AM,<2 Years,16.931527014801866,0,0
05/11/2022 12:00:00 AM,2 - 4 Years,28.23573332507193,0,0
05/11/2022 12:00:00 AM,5 - 11 Years,25.30851936338018,0.357,0.292
05/11/2022 12:00:00 AM,12 - 17 Years,27.033725806421497,0.694,0.596
05/11/2022 12:00:00 AM,18 - 24 Years,34.17032201309327,0.785,0.641
05/11/2022 12:00:00 AM,25 - 49 Years,37.324639394937215,0.826,0.701
05/11/2022 12:00:00 AM,50 - 64 Years,29.522124573353892,0.931,0.815
05/11/2022 12:00:00 AM,65+ Years,24.06504044930718,0.95,0.908
05/10/2022 12:00:00 AM,<2 Years,16.817585058444482,0,0
05/10/2022 12:00:00 AM,2 - 4 Years,28.948066075204288,0,0
05/10/2022 12:00:00 AM,5 - 11 Years,25.949330370576792,0.357,0.291
05/10/2022 12:00:00 AM,12 - 17 Years,28.50533356736675,0.694,0.596
05/10/2022 12:00:00 AM,18 - 24 Years,35.91991889434251,0.784,0.641
05/10/2022 12:00:00 AM,25 - 49 Years,38.170031557638886,0.826,0.701
05/10/2022 12:00:00 AM,50 - 64 Years,29.757549662616093,0.931,0.815
05/10/2022 12:00:00 AM,65+ Years,23.791261767221147,0.95,0.908
05/09/2022 12:00:00 AM,<2 Years,15.69178898965252,0,0
05/09/2022 12:00:00 AM,2 - 4 Years,26.585466180750334,0,0
05/09/2022 12:00:00 AM,5 - 11 Years,24.23631599318836,0.356,0.291
05/09/2022 12:00:00 AM,12 - 17 Years,26.666537684462707,0.694,0.596
05/09/2022 12:00:00 AM,18 - 24 Years,33.697585757689524,0.784,0.641
05/09/2022 12:00:00 AM,25 - 49 Years,35.518772737887716,0.825,0.701
05/09/2022 12:00:00 AM,50 - 64 Years,27.83056011810539,0.931,0.815
05/09/2022 12:00:00 AM,65+ Years,22.849685083560413,0.95,0.908
05/08/2022 12:00:00 AM,<2 Years,14.27246853328774,0,0
05/08/2022 12:00:00 AM,2 - 4 Years,23.88712840655818,0,0
05/08/2022 12:00:00 AM,5 - 11 Years,21.763468501467276,0.356,0.291
05/08/2022 12:00:00 AM,12 - 17 Years,23.924904444145227,0.694,0.595
05/08/2022 12:00:00 AM,18 - 24 Years,30.632836613907063,0.784,0.641
05/08/2022 12:00:00 AM,25 - 49 Years,32.020534412929415,0.825,0.701
05/08/2022 12:00:00 AM,50 - 64 Years,25.318299715235984,0.931,0.814
05/08/2022 12:00:00 AM,65+ Years,21.458329136472624,0.95,0.907
05/07/2022 12:00:00 AM,<2 Years,13.696566253872708,0,0
05/07/2022 12:00:00 AM,2 - 4 Years,22.776884095254626,0,0
05/07/2022 12:00:00 AM,5 - 11 Years,21.032260957205313,0.356,0.291
05/07/2022 12:00:00 AM,12 - 17 Years,23.02949079681804,0.694,0.595
05/07/2022 12:00:00 AM,18 - 24 Years,29.30539320873336,0.784,0.641
05/07/2022 12:00:00 AM,25 - 49 Years,30.53875018407882,0.825,0.701
05/07/2022 12:00:00 AM,50 - 64 Years,24.23334648323591,0.931,0.814
05/07/2022 12:00:00 AM,65+ Years,21.022291660177306,0.95,0.907
05/06/2022 12:00:00 AM,<2 Years,13.767160726833263,0,0
05/06/2022 12:00:00 AM,2 - 4 Years,23.503427972571675,0,0
05/06/2022 12:00:00 AM,5 - 11 Years,21.52642869316257,0.356,0.291
05/06/2022 12:00:00 AM,12 - 17 Years,23.64051924237932,0.694,0.595
05/06/2022 12:00:00 AM,18 - 24 Years,30.219192390428788,0.784,0.641
05/06/2022 12:00:00 AM,25 - 49 Years,31.325939788246817,0.825,0.701
05/06/2022 12:00:00 AM,50 - 64 Years,24.810671461050557,0.931,0.814
05/06/2022 12:00:00 AM,65+ Years,21.202784748849854,0.95,0.907
05/05/2022 12:00:00 AM,<2 Years,12.822185588782364,0,0
05/05/2022 12:00:00 AM,2 - 4 Years,22.082315254103126,0,0
05/05/2022 12:00:00 AM,5 - 11 Years,20.27343224884005,0.356,0.291
05/05/2022 12:00:00 AM,12 - 17 Years,21.827991872088194,0.693,0.595
05/05/2022 12:00:00 AM,18 - 24 Years,28.074860735917415,0.784,0.641
05/05/2022 12:00:00 AM,25 - 49 Years,29.122179276494368,0.825,0.7
05/05/2022 12:00:00 AM,50 - 64 Years,23.31593781813603,0.931,0.814
05/05/2022 12:00:00 AM,65+ Years,20.472884440045203,0.95,0.907
05/04/2022 12:00:00 AM,<2 Years,12.350317269519731,0,0
05/04/2022 12:00:00 AM,2 - 4 Years,21.42682701270951,0,0
05/04/2022 12:00:00 AM,5 - 11 Years,19.848066321649195,0.356,0.291
05/04/2022 12:00:00 AM,12 - 17 Years,21.03879438445671,0.693,0.595
05/04/2022 12:00:00 AM,18 - 24 Years,27.055641369266954,0.783,0.641
05/04/2022 12:00:00 AM,25 - 49 Years,27.8216166503509,0.825,0.7
05/04/2022 12:00:00 AM,50 - 64 Years,22.391264347967308,0.93,0.814
05/04/2022 12:00:00 AM,65+ Years,19.785530818321494,0.95,0.907
05/03/2022 12:00:00 AM,<2 Years,11.71868251145163,0,0
05/03/2022 12:00:00 AM,2 - 4 Years,20.078546321062475,0,0
05/03/2022 12:00:00 AM,5 - 11 Years,18.516224008886343,0.356,0.29
05/03/2022 12:00:00 AM,12 - 17 Years,18.70717836274951,0.693,0.595
05/03/2022 12:00:00 AM,18 - 24 Years,24.807780474822156,0.783,0.64
05/03/2022 12:00:00 AM,25 - 49 Years,25.863100555692633,0.825,0.7
05/03/2022 12:00:00 AM,50 - 64 Years,21.035016051677612,0.93,0.814
05/03/2022 12:00:00 AM,65+ Years,18.99749217934414,0.95,0.906
05/02/2022 12:00:00 AM,<2 Years,11.20222820926654,0,0
05/02/2022 12:00:00 AM,2 - 4 Years,19.38753026170715,0,0
05/02/2022 12:00:00 AM,5 - 11 Years,17.924126691108285,0.355,0.29
05/02/2022 12:00:00 AM,12 - 17 Years,17.921978257472166,0.693,0.595
05/02/2022 12:00:00 AM,18 - 24 Years,23.949291435008963,0.783,0.64
05/02/2022 12:00:00 AM,25 - 49 Years,24.957124820699082,0.825,0.7
05/02/2022 12:00:00 AM,50 - 64 Years,20.300362639090825,0.93,0.814
05/02/2022 12:00:00 AM,65+ Years,18.31938783742063,0.95,0.906
05/01/2022 12:00:00 AM,<2 Years,10.924804315526826,0,0
05/01/2022 12:00:00 AM,2 - 4 Years,19.693069496177884,0,0
05/01/2022 12:00:00 AM,5 - 11 Years,18.41427680319597,0.355,0.29
05/01/2022 12:00:00 AM,12 - 17 Years,18.105286791140546,0.693,0.595
05/01/2022 12:00:00 AM,18 - 24 Years,23.70819594475305,0.783,0.64
05/01/2022 12:00:00 AM,25 - 49 Years,24.54997146804758,0.825,0.7
05/01/2022 12:00:00 AM,50 - 64 Years,19.931673781847024,0.93,0.814
05/01/2022 12:00:00 AM,65+ Years,17.851374279530322,0.95,0.906
04/30/2022 12:00:00 AM,<2 Years,10.661003916568975,0,0
04/30/2022 12:00:00 AM,2 - 4 Years,19.20100921740815,0,0
04/30/2022 12:00:00 AM,5 - 11 Years,17.853316070407093,0.355,0.29
04/30/2022 12:00:00 AM,12 - 17 Years,17.58105864812629,0.693,0.595
04/30/2022 12:00:00 AM,18 - 24 Years,23.15320358090906,0.783,0.64
04/30/2022 12:00:00 AM,25 - 49 Years,23.892943949327623,0.825,0.7
04/30/2022 12:00:00 AM,50 - 64 Years,19.421321225760774,0.93,0.813
04/30/2022 12:00:00 AM,65+ Years,17.417979454606492,0.95,0.905
04/29/2022 12:00:00 AM,<2 Years,10.036800155654621,0,0
04/29/2022 12:00:00 AM,2 - 4 Years,17.80121318971663,0,0
04/29/2022 12:00:00 AM,5 - 11 Years,16.662090593079228,0.355,0.29
04/29/2022 12:00:00 AM,12 - 17 Years,16.15684842080869,0.693,0.595
04/29/2022 12:00:00 AM,18 - 24 Years,21.479717236779813,0.783,0.64
04/29/2022 12:00:00 AM,25 - 49 Years,22.06088614093798,0.824,0.7
04/29/2022 12:00:00 AM,50 - 64 Years,17.94565769615196,0.93,0.813
04/29/2022 12:00:00 AM,65+ Years,16.525027556181108,0.95,0.905
04/28/2022 12:00:00 AM,<2 Years,9.791577249581124,0,0
04/28/2022 12:00:00 AM,2 - 4 Years,17.477910046265034,0,0
04/28/2022 12:00:00 AM,5 - 11 Years,16.099623251339256,0.355,0.289
04/28/2022 12:00:00 AM,12 - 17 Years,15.894163294679542,0.693,0.594
04/28/2022 12:00:00 AM,18 - 24 Years,21.484917335589255,0.783,0.64
04/28/2022 12:00:00 AM,25 - 49 Years,21.97186268208988,0.824,0.7
04/28/2022 12:00:00 AM,50 - 64 Years,17.873236670621928,0.93,0.813
04/28/2022 12:00:00 AM,65+ Years,16.346120058331454,0.95,0.905
04/27/2022 12:00:00 AM,<2 Years,9.237967961627321,0,0
04/27/2022 12:00:00 AM,2 - 4 Years,16.426286634598313,0,0
04/27/2022 12:00:00 AM,5 - 11 Years,14.675877792559955,0.355,0.289
04/27/2022 12:00:00 AM,12 - 17 Years,14.21811797905117,0.692,0.594
04/27/2022 12:00:00 AM,18 - 24 Years,20.17780158939791,0.782,0.64
04/27/2022 12:00:00 AM,25 - 49 Years,20.98519703640191,0.824,0.7
04/27/2022 12:00:00 AM,50 - 64 Years,17.386267705851022,0.93,0.813
04/27/2022 12:00:00 AM,65+ Years,15.979848578243386,0.95,0.905
04/26/2022 12:00:00 AM,<2 Years,8.851556109632721,0,0
04/26/2022 12:00:00 AM,2 - 4 Years,15.31248954149859,0,0
04/26/2022 12:00:00 AM,5 - 11 Years,13.38270510954172,0.354,0.289
04/26/2022 12:00:00 AM,12 - 17 Years,12.962939919851456,0.692,0.594
04/26/2022 12:00:00 AM,18 - 24 Years,19.05836213660185,0.782,0.64
04/26/2022 12:00:00 AM,25 - 49 Years,19.6350299569627,0.824,0.7
04/26/2022 12:00:00 AM,50 - 64 Years,16.45659968219747,0.929,0.813
04/26/2022 12:00:00 AM,65+ Years,15.30967219043434,0.95,0.904
04/25/2022 12:00:00 AM,<2 Years,8.65835018363542,0,0
04/25/2022 12:00:00 AM,2 - 4 Years,14.903919634938882,0,0
04/25/2022 12:00:00 AM,5 - 11 Years,12.767004251529931,0.354,0.289
04/25/2022 12:00:00 AM,12 - 17 Years,12.338206163361699,0.692,0.594
04/25/2022 12:00:00 AM,18 - 24 Years,18.648972539422207,0.782,0.639
04/25/2022 12:00:00 AM,25 - 49 Years,18.919799879709068,0.824,0.7
04/25/2022 12:00:00 AM,50 - 64 Years,15.896074566104522,0.929,0.813
04/25/2022 12:00:00 AM,65+ Years,14.840601571995437,0.95,0.904
04/24/2022 12:00:00 AM,<2 Years,8.304139319307037,0,0
04/24/2022 12:00:00 AM,2 - 4 Years,13.724396078609987,0,0
04/24/2022 12:00:00 AM,5 - 11 Years,11.358324882261524,0.354,0.289
04/24/2022 12:00:00 AM,12 - 17 Years,11.170970515953046,0.692,0.594
04/24/2022 12:00:00 AM,18 - 24 Years,18.081216296682317,0.782,0.639
04/24/2022 12:00:00 AM,25 - 49 Years,18.3228268191125,0.824,0.7
04/24/2022 12:00:00 AM,50 - 64 Years,15.291052518964909,0.929,0.813
04/24/2022 12:00:00 AM,65+ Years,14.241248240942237,0.95,0.903
04/23/2022 12:00:00 AM,<2 Years,8.015568929836709,0,0
04/23/2022 12:00:00 AM,2 - 4 Years,13.292733090375165,0,0
04/23/2022 12:00:00 AM,5 - 11 Years,10.961584525141365,0.354,0.289
04/23/2022 12:00:00 AM,12 - 17 Years,10.734684784729852,0.692,0.594
04/23/2022 12:00:00 AM,18 - 24 Years,17.739427984025408,0.782,0.639
04/23/2022 12:00:00 AM,25 - 49 Years,17.83564494847719,0.824,0.7
04/23/2022 12:00:00 AM,50 - 64 Years,14.80703488125322,0.929,0.812
04/23/2022 12:00:00 AM,65+ Years,13.798339871081053,0.95,0.903
04/22/2022 12:00:00 AM,<2 Years,7.771584523288839,0,0
04/22/2022 12:00:00 AM,2 - 4 Years,12.891268747407802,0,0
04/22/2022 12:00:00 AM,5 - 11 Years,10.567355182939691,0.354,0.288
04/22/2022 12:00:00 AM,12 - 17 Years,10.44002059976759,0.692,0.594
04/22/2022 12:00:00 AM,18 - 24 Years,17.44018593435484,0.782,0.639
04/22/2022 12:00:00 AM,25 - 49 Years,17.47055617222048,0.824,0.699
04/22/2022 12:00:00 AM,50 - 64 Years,14.465589043017582,0.929,0.812
04/22/2022 12:00:00 AM,65+ Years,13.428632944210053,0.95,0.903
04/21/2022 12:00:00 AM,<2 Years,7.458244143306037,0,0
04/21/2022 12:00:00 AM,2 - 4 Years,12.095445625065414,0,0
04/21/2022 12:00:00 AM,5 - 11 Years,9.90595385341153,0.354,0.288
04/21/2022 12:00:00 AM,12 - 17 Years,9.625125654145211,0.692,0.594
04/21/2022 12:00:00 AM,18 - 24 Years,16.408675425063876,0.781,0.639
04/21/2022 12:00:00 AM,25 - 49 Years,16.38428478431465,0.824,0.699
04/21/2022 12:00:00 AM,50 - 64 Years,13.48938086189175,0.929,0.812
04/21/2022 12:00:00 AM,65+ Years,12.657507274010213,0.95,0.903
04/20/2022 12:00:00 AM,<2 Years,7.128803269490128,0,0
04/20/2022 12:00:00 AM,2 - 4 Years,11.54298805576077,0,0
04/20/2022 12:00:00 AM,5 - 11 Years,9.329927031111755,0.353,0.288
04/20/2022 12:00:00 AM,12 - 17 Years,9.062065796833602,0.692,0.593
04/20/2022 12:00:00 AM,18 - 24 Years,15.615896724751801,0.781,0.639
04/20/2022 12:00:00 AM,25 - 49 Years,15.379761535440213,0.823,0.699
04/20/2022 12:00:00 AM,50 - 64 Years,12.577420800593504,0.929,0.812
04/20/2022 12:00:00 AM,65+ Years,12.001336938470047,0.95,0.902
04/19/2022 12:00:00 AM,<2 Years,6.731244921764914,0,0
04/19/2022 12:00:00 AM,2 - 4 Years,11.18060431255129,0,0
04/19/2022 12:00:00 AM,5 - 11 Years,9.21743356276376,0.353,0.288
04/19/2022 12:00:00 AM,12 - 17 Years,8.996965569923335,0.691,0.593
04/19/2022 12:00:00 AM,18 - 24 Years,15.413092871183595,0.781,0.639
04/19/2022 12:00:00 AM,25 - 49 Years,15.061499363094693,0.823,0.699
04/19/2022 12:00:00 AM,50 - 64 Years,12.207142767240894,0.928,0.812
04/19/2022 12:00:00 AM,65+ Years,11.532266320031145,0.95,0.902
04/18/2022 12:00:00 AM,<2 Years,6.375795557910907,0,0
04/18/2022 12:00:00 AM,2 - 4 Years,10.773810796889668,0,0
04/18/2022 12:00:00 AM,5 - 11 Years,8.927662441170936,0.353,0.288
04/18/2022 12:00:00 AM,12 - 17 Years,8.808517544656771,0.691,0.593
04/18/2022 12:00:00 AM,18 - 24 Years,15.003230537748554,0.781,0.639
04/18/2022 12:00:00 AM,25 - 49 Years,14.588206739382192,0.823,0.699
04/18/2022 12:00:00 AM,50 - 64 Years,11.71767652572757,0.928,0.812
04/18/2022 12:00:00 AM,65+ Years,10.95511126049843,0.95,0.902
04/17/2022 12:00:00 AM,<2 Years,6.051308682197493,0,0
04/17/2022 12:00:00 AM,2 - 4 Years,10.08990030112668,0,0
04/17/2022 12:00:00 AM,5 - 11 Years,8.204992347631816,0.353,0.287
04/17/2022 12:00:00 AM,12 - 17 Years,8.107262468816348,0.691,0.593
04/17/2022 12:00:00 AM,18 - 24 Years,14.264816506807907,0.781,0.639
04/17/2022 12:00:00 AM,25 - 49 Years,13.498892945007556,0.823,0.699
04/17/2022 12:00:00 AM,50 - 64 Years,10.899931905165888,0.928,0.812
04/17/2022 12:00:00 AM,65+ Years,10.31955360565586,0.95,0.901
04/16/2022 12:00:00 AM,<2 Years,5.954705719198842,0,0
04/16/2022 12:00:00 AM,2 - 4 Years,9.958447374668339,0,0
04/16/2022 12:00:00 AM,5 - 11 Years,8.113089201615374,0.353,0.287
04/16/2022 12:00:00 AM,12 - 17 Years,8.017606893159227,0.691,0.593
04/16/2022 12:00:00 AM,18 - 24 Years,14.13339582780567,0.781,0.638
04/16/2022 12:00:00 AM,25 - 49 Years,13.323888433780155,0.823,0.699
04/16/2022 12:00:00 AM,50 - 64 Years,10.777111294470755,0.928,0.812
04/16/2022 12:00:00 AM,65+ Years,10.128489911497368,0.95,0.901
04/15/2022 12:00:00 AM,<2 Years,5.694620818817861,0,0
04/15/2022 12:00:00 AM,2 - 4 Years,9.603169195051203,0,0
04/15/2022 12:00:00 AM,5 - 11 Years,7.860983303799779,0.352,0.287
04/15/2022 12:00:00 AM,12 - 17 Years,7.801177191413688,0.691,0.593
04/15/2022 12:00:00 AM,18 - 24 Years,13.85448143711746,0.781,0.638
04/15/2022 12:00:00 AM,25 - 49 Years,12.968191434014107,0.823,0.699
04/15/2022 12:00:00 AM,50 - 64 Years,10.452011267640014,0.928,0.811
04/15/2022 12:00:00 AM,65+ Years,9.775431688266735,0.95,0.901
04/14/2022 12:00:00 AM,<2 Years,5.467975405628721,0,0
04/14/2022 12:00:00 AM,2 - 4 Years,9.473492659490947,0,0
04/14/2022 12:00:00 AM,5 - 11 Years,7.891115482821563,0.352,0.287
04/14/2022 12:00:00 AM,12 - 17 Years,7.814311447720146,0.691,0.593
04/14/2022 12:00:00 AM,18 - 24 Years,13.930591974237462,0.78,0.638
04/14/2022 12:00:00 AM,25 - 49 Years,12.80720844825164,0.823,0.699
04/14/2022 12:00:00 AM,50 - 64 Years,10.230207687881888,0.928,0.811
04/14/2022 12:00:00 AM,65+ Years,9.417088162293128,0.95,0.9
04/13/2022 12:00:00 AM,<2 Years,5.233898995285839,0,0
04/13/2022 12:00:00 AM,2 - 4 Years,9.242561842739809,0,0
04/13/2022 12:00:00 AM,5 - 11 Years,7.740454587712643,0.352,0.287
04/13/2022 12:00:00 AM,12 - 17 Years,7.600165964462688,0.691,0.593
04/13/2022 12:00:00 AM,18 - 24 Years,13.509383970672728,0.78,0.638
04/13/2022 12:00:00 AM,25 - 49 Years,12.388943698061889,0.823,0.699
04/13/2022 12:00:00 AM,50 - 64 Years,9.758449408723871,0.928,0.811
04/13/2022 12:00:00 AM,65+ Years,8.927404863156628,0.95,0.9
04/12/2022 12:00:00 AM,<2 Years,5.069178558377883,0,0
04/12/2022 12:00:00 AM,2 - 4 Years,9.169729815918297,0,0
04/12/2022 12:00:00 AM,5 - 11 Years,7.681696838620164,0.352,0.286
04/12/2022 12:00:00 AM,12 - 17 Years,7.614442330013185,0.69,0.593
04/12/2022 12:00:00 AM,18 - 24 Years,13.116067406176816,0.78,0.638
04/12/2022 12:00:00 AM,25 - 49 Years,12.045945438339553,0.823,0.699
04/12/2022 12:00:00 AM,50 - 64 Years,9.468765306603741,0.927,0.811
04/12/2022 12:00:00 AM,65+ Years,8.590202548154915,0.95,0.899
04/11/2022 12:00:00 AM,<2 Years,4.877211131906207,0,0
04/11/2022 12:00:00 AM,2 - 4 Years,9.070251925625497,0,0
04/11/2022 12:00:00 AM,5 - 11 Years,7.491864110782925,0.351,0.286
04/11/2022 12:00:00 AM,12 - 17 Years,7.49109453165689,0.69,0.592
04/11/2022 12:00:00 AM,18 - 24 Years,12.888208531072213,0.78,0.638
04/11/2022 12:00:00 AM,25 - 49 Years,11.854141552262659,0.822,0.699
04/11/2022 12:00:00 AM,50 - 64 Years,9.318020601425243,0.927,0.811
04/11/2022 12:00:00 AM,65+ Years,8.339150667863672,0.95,0.899
04/10/2022 12:00:00 AM,<2 Years,4.604741236268988,0,0
04/10/2022 12:00:00 AM,2 - 4 Years,8.702539009721761,0,0
04/10/2022 12:00:00 AM,5 - 11 Years,7.249802272641259,0.351,0.286
04/10/2022 12:00:00 AM,12 - 17 Years,7.302646506390325,0.69,0.592
04/10/2022 12:00:00 AM,18 - 24 Years,12.45565485737779,0.779,0.638
04/10/2022 12:00:00 AM,25 - 49 Years,11.534688873038037,0.822,0.699
04/10/2022 12:00:00 AM,50 - 64 Years,9.032195926997936,0.927,0.811
04/10/2022 12:00:00 AM,65+ Years,7.970765066678416,0.95,0.898
04/09/2022 12:00:00 AM,<2 Years,4.519284769000952,0,0
04/09/2022 12:00:00 AM,2 - 4 Years,8.638588937390677,0,0
04/09/2022 12:00:00 AM,5 - 11 Years,7.326639329146809,0.351,0.286
04/09/2022 12:00:00 AM,12 - 17 Years,7.821164103184385,0.69,0.592
04/09/2022 12:00:00 AM,18 - 24 Years,12.645694832050092,0.779,0.638
04/09/2022 12:00:00 AM,25 - 49 Years,11.535217987206524,0.822,0.698
04/09/2022 12:00:00 AM,50 - 64 Years,9.046044461660419,0.927,0.81
04/09/2022 12:00:00 AM,65+ Years,7.899149214511124,0.95,0.898
04/08/2022 12:00:00 AM,<2 Years,4.55520125524404,0,0
04/08/2022 12:00:00 AM,2 - 4 Years,8.71142096421219,0,0
04/08/2022 12:00:00 AM,5 - 11 Years,7.465749555630713,0.351,0.286
04/08/2022 12:00:00 AM,12 - 17 Years,7.89197487631485,0.69,0.592
04/08/2022 12:00:00 AM,18 - 24 Years,12.614966975448848,0.779,0.638
04/08/2022 12:00:00 AM,25 - 49 Years,11.594346495535058,0.822,0.698
04/08/2022 12:00:00 AM,50 - 64 Years,9.037871555957969,0.927,0.81
04/08/2022 12:00:00 AM,65+ Years,7.803749500000451,0.95,0.898
04/07/2022 12:00:00 AM,<2 Years,4.529192765205941,0,0
04/07/2022 12:00:00 AM,2 - 4 Years,8.796687727320302,0,0
04/07/2022 12:00:00 AM,5 - 11 Years,7.97548558408256,0.351,0.285
04/07/2022 12:00:00 AM,12 - 17 Years,8.519563905914707,0.69,0.592
04/07/2022 12:00:00 AM,18 - 24 Years,12.276960552835172,0.779,0.637
04/07/2022 12:00:00 AM,25 - 49 Years,11.292090026786298,0.822,0.698
04/07/2022 12:00:00 AM,50 - 64 Years,8.875548567701001,0.927,0.81
04/07/2022 12:00:00 AM,65+ Years,7.93561780343764,0.95,0.897
04/06/2022 12:00:00 AM,<2 Years,4.407819811694816,0,0
04/06/2022 12:00:00 AM,2 - 4 Years,8.590626383142363,0,0
04/06/2022 12:00:00 AM,5 - 11 Years,7.93932696925642,0.35,0.285
04/06/2022 12:00:00 AM,12 - 17 Years,8.56639038492034,0.689,0.592
04/06/2022 12:00:00 AM,18 - 24 Years,11.986700492017274,0.779,0.637
04/06/2022 12:00:00 AM,25 - 49 Years,11.035469655069624,0.822,0.698
04/06/2022 12:00:00 AM,50 - 64 Years,8.637853226854782,0.927,0.81
04/06/2022 12:00:00 AM,65+ Years,7.682716067186355,0.95,0.897
04/05/2022 12:00:00 AM,<2 Years,4.592356241012751,0,0
04/05/2022 12:00:00 AM,2 - 4 Years,9.050711625746555,0,0
04/05/2022 12:00:00 AM,5 - 11 Years,8.129159697093659,0.35,0.285
04/05/2022 12:00:00 AM,12 - 17 Years,8.80680438079071,0.689,0.592
04/05/2022 12:00:00 AM,18 - 24 Years,12.004664469722616,0.779,0.637
04/05/2022 12:00:00 AM,25 - 49 Years,11.305053323914253,0.822,0.698
04/05/2022 12:00:00 AM,50 - 64 Years,8.777927749588418,0.926,0.81
04/05/2022 12:00:00 AM,65+ Years,7.670824136014666,0.95,0.896
04/04/2022 12:00:00 AM,<2 Years,4.514330770898456,0,0
04/04/2022 12:00:00 AM,2 - 4 Years,8.757607127562418,0,0
04/04/2022 12:00:00 AM,5 - 11 Years,7.970965757229293,0.35,0.284
04/04/2022 12:00:00 AM,12 - 17 Years,8.632632721074646,0.689,0.592
04/04/2022 12:00:00 AM,18 - 24 Years,11.546110301980988,0.778,0.637
04/04/2022 12:00:00 AM,25 - 49 Years,10.925943022192614,0.821,0.698
04/04/2022 12:00:00 AM,50 - 64 Years,8.414687496146248,0.926,0.81
04/04/2022 12:00:00 AM,65+ Years,7.361633925550712,0.95,0.896
04/03/2022 12:00:00 AM,<2 Years,4.951521103443629,0,0
04/03/2022 12:00:00 AM,2 - 4 Years,9.738174903305715,0,0
04/03/2022 12:00:00 AM,5 - 11 Years,8.69162703883363,0.349,0.284
04/03/2022 12:00:00 AM,12 - 17 Years,9.414406498619872,0.689,0.591
04/03/2022 12:00:00 AM,18 - 24 Years,12.02499212870498,0.778,0.637
04/03/2022 12:00:00 AM,25 - 49 Years,11.670274378713085,0.821,0.698
04/03/2022 12:00:00 AM,50 - 64 Years,8.902110511233959,0.926,0.809
04/03/2022 12:00:00 AM,65+ Years,7.952530772215155,0.95,0.896
04/02/2022 12:00:00 AM,<2 Years,4.857395139496226,0,0
04/02/2022 12:00:00 AM,2 - 4 Years,9.503691304758405,0,0
04/02/2022 12:00:00 AM,5 - 11 Years,8.308948365256972,0.349,0.284
04/02/2022 12:00:00 AM,12 - 17 Years,8.673177599238057,0.689,0.591
04/02/2022 12:00:00 AM,18 - 24 Years,11.481818171246081,0.778,0.637
04/02/2022 12:00:00 AM,25 - 49 Years,11.232035568662912,0.821,0.698
04/02/2022 12:00:00 AM,50 - 64 Years,8.48892472294349,0.926,0.809
04/02/2022 12:00:00 AM,65+ Years,7.673466787386152,0.95,0.895
04/01/2022 12:00:00 AM,<2 Years,4.773177171753814,0,0
04/01/2022 12:00:00 AM,2 - 4 Years,9.30473552417281,0,0
04/01/2022 12:00:00 AM,5 - 11 Years,8.136692741849107,0.349,0.284
04/01/2022 12:00:00 AM,12 - 17 Years,8.608077372327791,0.689,0.591
04/01/2022 12:00:00 AM,18 - 24 Years,11.376397986291048,0.778,0.637
04/01/2022 12:00:00 AM,25 - 49 Years,10.997108877854247,0.821,0.698
04/01/2022 12:00:00 AM,50 - 64 Years,8.305261369796794,0.926,0.809
04/01/2022 12:00:00 AM,65+ Years,7.664481772723098,0.95,0.895
03/31/2022 12:00:00 AM,<2 Years,4.783085167958804,0,0
03/31/2022 12:00:00 AM,2 - 4 Years,8.997419898803985,0,0
03/31/2022 12:00:00 AM,5 - 11 Years,7.527018319641674,0.349,0.283
03/31/2022 12:00:00 AM,12 - 17 Years,7.963356704067338,0.688,0.591
03/31/2022 12:00:00 AM,18 - 24 Years,11.230795219626694,0.778,0.636
03/31/2022 12:00:00 AM,25 - 49 Years,10.8639043859374,0.821,0.698
03/31/2022 12:00:00 AM,50 - 64 Years,8.196743344080947,0.926,0.809
03/31/2022 12:00:00 AM,65+ Years,7.375111447545295,0.95,0.895
03/30/2022 12:00:00 AM,<2 Years,4.744691682664468,0,0
03/30/2022 12:00:00 AM,2 - 4 Years,8.894389226715015,0,0
03/30/2022 12:00:00 AM,5 - 11 Years,7.373846409614272,0.348,0.283
03/30/2022 12:00:00 AM,12 - 17 Years,7.863993199835876,0.688,0.591
03/30/2022 12:00:00 AM,18 - 24 Years,11.117811254585197,0.777,0.636
03/30/2022 12:00:00 AM,25 - 49 Years,10.747631547412164,0.821,0.698
03/30/2022 12:00:00 AM,50 - 64 Years,8.217175608337069,0.926,0.809
03/30/2022 12:00:00 AM,65+ Years,7.409730180511773,0.95,0.894
03/29/2022 12:00:00 AM,<2 Years,4.480891283706616,0,0
03/29/2022 12:00:00 AM,2 - 4 Years,8.125211967843914,0,0
03/29/2022 12:00:00 AM,5 - 11 Years,7.097132565597554,0.348,0.283
03/29/2022 12:00:00 AM,12 - 17 Years,7.499089296365168,0.688,0.591
03/29/2022 12:00:00 AM,18 - 24 Years,10.79824154593227,0.777,0.636
03/29/2022 12:00:00 AM,25 - 49 Years,10.179759766082435,0.821,0.697
03/29/2022 12:00:00 AM,50 - 64 Years,7.804670895521805,0.925,0.809
